,POA_CODE_2021,SA3_CODE_2021,SA3_NAME_2021,GCCSA_NAME_2021,METRO_AREA
0,0800,70101,Darwin City,Greater Darwin,Greater Darwin
1,0810,70102,Darwin Suburbs,Greater Darwin,Greater Darwin
2,0812,70102,Darwin Suburbs,Greater Darwin,Greater Darwin
3,0820,70101,Darwin City,Greater Darwin,Greater Darwin
4,0822,70102,Darwin Suburbs,Greater Darwin,Greater Darwin
5,0828,70102,Darwin Suburbs,Greater Darwin,Greater Darwin
6,0829,70103,Litchfield,Greater Darwin,Greater Darwin
7,0830,70103,Litchfield,Greater Darwin,Greater Darwin
8,0832,70103,Litchfield,Greater Darwin,Greater Darwin
9,0834,70103,Litchfield,Greater Darwin,Greater Darwin
10,0835,70103,Litchfield,Greater Darwin,Greater Darwin
11,0836,70103,Litchfield,Greater Darwin,Greater Darwin
12,0837,70103,Litchfield,Greater Darwin,Greater Darwin
13,0838,70103,Litchfield,Greater Darwin,Greater Darwin
14,0839,70103,Litchfield,Greater Darwin,Greater Darwin
15,0841,70103,Litchfield,Greater Darwin,Greater Darwin
16,2000,11703,Sydney Inner City,Greater Sydney,Greater Sydney
17,2007,11703,Sydney Inner City,Greater Sydney,Greater Sydney
18,2008,11703,Sydney Inner City,Greater Sydney,Greater Sydney
19,2009,11703,Sydney Inner City,Greater Sydney,Greater Sydney
20,2010,11703,Sydney Inner City,Greater Sydney,Greater Sydney
21,2011,11703,Sydney Inner City,Greater Sydney,Greater Sydney
22,2015,11703,Sydney Inner City,Greater Sydney,Greater Sydney
23,2016,11703,Sydney Inner City,Greater Sydney,Greater Sydney
24,2017,11703,Sydney Inner City,Greater Sydney,Greater Sydney
25,2018,11701,Botany,Greater Sydney,Greater Sydney
26,2019,11701,Botany,Greater Sydney,Greater Sydney
27,2020,11701,Botany,Greater Sydney,Greater Sydney
28,2021,11801,Eastern Suburbs - North,Greater Sydney,Greater Sydney
29,2022,11801,Eastern Suburbs - North,Greater Sydney,Greater Sydney
30,2023,11801,Eastern Suburbs - North,Greater Sydney,Greater Sydney
31,2024,11801,Eastern Suburbs - North,Greater Sydney,Greater Sydney
32,2025,11801,Eastern Suburbs - North,Greater Sydney,Greater Sydney
33,2026,11801,Eastern Suburbs - North,Greater Sydney,Greater Sydney
34,2027,11801,Eastern Suburbs - North,Greater Sydney,Greater Sydney
35,2028,11801,Eastern Suburbs - North,Greater Sydney,Greater Sydney
36,2029,11801,Eastern Suburbs - North,Greater Sydney,Greater Sydney
37,2030,11801,Eastern Suburbs - North,Greater Sydney,Greater Sydney
38,2031,11802,Eastern Suburbs - South,Greater Sydney,Greater Sydney
39,2032,11701,Botany,Greater Sydney,Greater Sydney
40,2033,11802,Eastern Suburbs - South,Greater Sydney,Greater Sydney
41,2034,11802,Eastern Suburbs - South,Greater Sydney,Greater Sydney
42,2035,11701,Botany,Greater Sydney,Greater Sydney
43,2036,11701,Botany,Greater Sydney,Greater Sydney
44,2037,11703,Sydney Inner City,Greater Sydney,Greater Sydney
45,2038,11703,Sydney Inner City,Greater Sydney,Greater Sydney
46,2039,12002,Leichhardt,Greater Sydney,Greater Sydney
47,2040,12002,Leichhardt,Greater Sydney,Greater Sydney
48,2041,11703,Sydney Inner City,Greater Sydney,Greater Sydney
49,2042,11702,Marrickville - Sydenham - Petersham,Greater Sydney,Greater Sydney
50,2043,11703,Sydney Inner City,Greater Sydney,Greater Sydney
51,2044,11702,Marrickville - Sydenham - Petersham,Greater Sydney,Greater Sydney
52,2045,12003,Strathfield - Burwood - Ashfield,Greater Sydney,Greater Sydney
53,2046,12001,Canada Bay,Greater Sydney,Greater Sydney
54,2047,12001,Canada Bay,Greater Sydney,Greater Sydney
55,2048,11702,Marrickville - Sydenham - Petersham,Greater Sydney,Greater Sydney
56,2049,11702,Marrickville - Sydenham - Petersham,Greater Sydney,Greater Sydney
57,2050,11702,Marrickville - Sydenham - Petersham,Greater Sydney,Greater Sydney
58,2060,12104,North Sydney - Mosman,Greater Sydney,Greater Sydney
59,2061,12104,North Sydney - Mosman,Greater Sydney,Greater Sydney
60,2062,12101,Chatswood - Lane Cove,Greater Sydney,Greater Sydney
61,2063,12101,Chatswood - Lane Cove,Greater Sydney,Greater Sydney
62,2064,12101,Chatswood - Lane Cove,Greater Sydney,Greater Sydney
63,2065,12101,Chatswood - Lane Cove,Greater Sydney,Greater Sydney
64,2066,12101,Chatswood - Lane Cove,Greater Sydney,Greater Sydney
65,2067,12101,Chatswood - Lane Cove,Greater Sydney,Greater Sydney
66,2068,12101,Chatswood - Lane Cove,Greater Sydney,Greater Sydney
67,2069,12101,Chatswood - Lane Cove,Greater Sydney,Greater Sydney
68,2070,12103,Ku-ring-gai,Greater Sydney,Greater Sydney
69,2071,12103,Ku-ring-gai,Greater Sydney,Greater Sydney
70,2072,12103,Ku-ring-gai,Greater Sydney,Greater Sydney
71,2073,12103,Ku-ring-gai,Greater Sydney,Greater Sydney
72,2074,12103,Ku-ring-gai,Greater Sydney,Greater Sydney
73,2075,12103,Ku-ring-gai,Greater Sydney,Greater Sydney
74,2076,12102,Hornsby,Greater Sydney,Greater Sydney
75,2077,12102,Hornsby,Greater Sydney,Greater Sydney
76,2079,12102,Hornsby,Greater Sydney,Greater Sydney
77,2080,12102,Hornsby,Greater Sydney,Greater Sydney
78,2081,12102,Hornsby,Greater Sydney,Greater Sydney
79,2082,11502,Dural - Wisemans Ferry,Greater Sydney,Greater Sydney
80,2083,10201,Gosford,Greater Sydney,Greater Sydney
81,2084,12202,Pittwater,Greater Sydney,Greater Sydney
82,2085,12203,Warringah,Greater Sydney,Greater Sydney
83,2086,12203,Warringah,Greater Sydney,Greater Sydney
84,2087,12203,Warringah,Greater Sydney,Greater Sydney
85,2088,12104,North Sydney - Mosman,Greater Sydney,Greater Sydney
86,2089,12104,North Sydney - Mosman,Greater Sydney,Greater Sydney
87,2090,12104,North Sydney - Mosman,Greater Sydney,Greater Sydney
88,2092,12201,Manly,Greater Sydney,Greater Sydney
89,2093,12201,Manly,Greater Sydney,Greater Sydney
90,2094,12201,Manly,Greater Sydney,Greater Sydney
91,2095,12201,Manly,Greater Sydney,Greater Sydney
92,2096,12203,Warringah,Greater Sydney,Greater Sydney
93,2097,12203,Warringah,Greater Sydney,Greater Sydney
94,2099,12203,Warringah,Greater Sydney,Greater Sydney
95,2100,12203,Warringah,Greater Sydney,Greater Sydney
96,2101,12202,Pittwater,Greater Sydney,Greater Sydney
97,2102,12202,Pittwater,Greater Sydney,Greater Sydney
98,2103,12202,Pittwater,Greater Sydney,Greater Sydney
99,2104,12202,Pittwater,Greater Sydney,Greater Sydney
100,2105,12202,Pittwater,Greater Sydney,Greater Sydney
101,2106,12202,Pittwater,Greater Sydney,Greater Sydney
102,2107,12202,Pittwater,Greater Sydney,Greater Sydney
103,2108,12202,Pittwater,Greater Sydney,Greater Sydney
104,2110,12002,Leichhardt,Greater Sydney,Greater Sydney
105,2111,12602,Ryde - Hunters Hill,Greater Sydney,Greater Sydney
106,2112,12602,Ryde - Hunters Hill,Greater Sydney,Greater Sydney
107,2113,12602,Ryde - Hunters Hill,Greater Sydney,Greater Sydney
108,2114,12502,Carlingford,Greater Sydney,Greater Sydney
109,2115,12502,Carlingford,Greater Sydney,Greater Sydney
110,2116,12502,Carlingford,Greater Sydney,Greater Sydney
111,2117,12502,Carlingford,Greater Sydney,Greater Sydney
112,2118,12502,Carlingford,Greater Sydney,Greater Sydney
113,2119,12502,Carlingford,Greater Sydney,Greater Sydney
114,2120,12102,Hornsby,Greater Sydney,Greater Sydney
115,2121,12502,Carlingford,Greater Sydney,Greater Sydney
116,2122,12602,Ryde - Hunters Hill,Greater Sydney,Greater Sydney
117,2125,11501,Baulkham Hills,Greater Sydney,Greater Sydney
118,2126,11501,Baulkham Hills,Greater Sydney,Greater Sydney
119,2127,12001,Canada Bay,Greater Sydney,Greater Sydney
120,2128,12501,Auburn,Greater Sydney,Greater Sydney
121,2130,12003,Strathfield - Burwood - Ashfield,Greater Sydney,Greater Sydney
122,2131,12003,Strathfield - Burwood - Ashfield,Greater Sydney,Greater Sydney
123,2132,12003,Strathfield - Burwood - Ashfield,Greater Sydney,Greater Sydney
124,2133,12003,Strathfield - Burwood - Ashfield,Greater Sydney,Greater Sydney
125,2134,12003,Strathfield - Burwood - Ashfield,Greater Sydney,Greater Sydney
126,2135,12003,Strathfield - Burwood - Ashfield,Greater Sydney,Greater Sydney
127,2136,12003,Strathfield - Burwood - Ashfield,Greater Sydney,Greater Sydney
128,2137,12001,Canada Bay,Greater Sydney,Greater Sydney
129,2138,12001,Canada Bay,Greater Sydney,Greater Sydney
130,2140,12003,Strathfield - Burwood - Ashfield,Greater Sydney,Greater Sydney
131,2141,12501,Auburn,Greater Sydney,Greater Sydney
132,2142,12503,Merrylands - Guildford,Greater Sydney,Greater Sydney
133,2143,11901,Bankstown,Greater Sydney,Greater Sydney
134,2144,12501,Auburn,Greater Sydney,Greater Sydney
135,2145,12503,Merrylands - Guildford,Greater Sydney,Greater Sydney
136,2146,11601,Blacktown,Greater Sydney,Greater Sydney
137,2147,11601,Blacktown,Greater Sydney,Greater Sydney
138,2148,11601,Blacktown,Greater Sydney,Greater Sydney
139,2150,12502,Carlingford,Greater Sydney,Greater Sydney
140,2151,12504,Parramatta,Greater Sydney,Greater Sydney
141,2152,12504,Parramatta,Greater Sydney,Greater Sydney
142,2153,11501,Baulkham Hills,Greater Sydney,Greater Sydney
143,2154,11501,Baulkham Hills,Greater Sydney,Greater Sydney
144,2155,11501,Baulkham Hills,Greater Sydney,Greater Sydney
145,2156,11501,Baulkham Hills,Greater Sydney,Greater Sydney
146,2157,11502,Dural - Wisemans Ferry,Greater Sydney,Greater Sydney
147,2158,11502,Dural - Wisemans Ferry,Greater Sydney,Greater Sydney
148,2159,11502,Dural - Wisemans Ferry,Greater Sydney,Greater Sydney
149,2160,12503,Merrylands - Guildford,Greater Sydney,Greater Sydney
150,2161,12503,Merrylands - Guildford,Greater Sydney,Greater Sydney
151,2162,12503,Merrylands - Guildford,Greater Sydney,Greater Sydney
152,2163,11901,Bankstown,Greater Sydney,Greater Sydney
153,2164,12503,Merrylands - Guildford,Greater Sydney,Greater Sydney
154,2165,12503,Merrylands - Guildford,Greater Sydney,Greater Sydney
155,2166,12702,Fairfield,Greater Sydney,Greater Sydney
156,2167,12302,Campbelltown (NSW),Greater Sydney,Greater Sydney
157,2168,12701,Bringelly - Green Valley,Greater Sydney,Greater Sydney
158,2170,12702,Fairfield,Greater Sydney,Greater Sydney
159,2171,12701,Bringelly - Green Valley,Greater Sydney,Greater Sydney
160,2172,12703,Liverpool,Greater Sydney,Greater Sydney
161,2173,12302,Campbelltown (NSW),Greater Sydney,Greater Sydney
162,2174,12703,Liverpool,Greater Sydney,Greater Sydney
163,2175,12702,Fairfield,Greater Sydney,Greater Sydney
164,2176,12702,Fairfield,Greater Sydney,Greater Sydney
165,2177,12702,Fairfield,Greater Sydney,Greater Sydney
166,2178,12701,Bringelly - Green Valley,Greater Sydney,Greater Sydney
167,2179,12701,Bringelly - Green Valley,Greater Sydney,Greater Sydney
168,2190,11901,Bankstown,Greater Sydney,Greater Sydney
169,2191,11902,Canterbury,Greater Sydney,Greater Sydney
170,2192,11902,Canterbury,Greater Sydney,Greater Sydney
171,2193,11902,Canterbury,Greater Sydney,Greater Sydney
172,2194,11902,Canterbury,Greater Sydney,Greater Sydney
173,2195,11902,Canterbury,Greater Sydney,Greater Sydney
174,2196,11901,Bankstown,Greater Sydney,Greater Sydney
175,2197,11901,Bankstown,Greater Sydney,Greater Sydney
176,2198,11901,Bankstown,Greater Sydney,Greater Sydney
177,2199,11901,Bankstown,Greater Sydney,Greater Sydney
178,2200,11901,Bankstown,Greater Sydney,Greater Sydney
179,2203,11702,Marrickville - Sydenham - Petersham,Greater Sydney,Greater Sydney
180,2204,11702,Marrickville - Sydenham - Petersham,Greater Sydney,Greater Sydney
181,2205,11904,Kogarah - Rockdale,Greater Sydney,Greater Sydney
182,2206,11902,Canterbury,Greater Sydney,Greater Sydney
183,2207,11904,Kogarah - Rockdale,Greater Sydney,Greater Sydney
184,2208,11902,Canterbury,Greater Sydney,Greater Sydney
185,2209,11902,Canterbury,Greater Sydney,Greater Sydney
186,2210,11902,Canterbury,Greater Sydney,Greater Sydney
187,2211,11901,Bankstown,Greater Sydney,Greater Sydney
188,2212,11901,Bankstown,Greater Sydney,Greater Sydney
189,2213,11901,Bankstown,Greater Sydney,Greater Sydney
190,2214,11901,Bankstown,Greater Sydney,Greater Sydney
191,2216,11904,Kogarah - Rockdale,Greater Sydney,Greater Sydney
192,2217,11904,Kogarah - Rockdale,Greater Sydney,Greater Sydney
193,2218,11903,Hurstville,Greater Sydney,Greater Sydney
194,2219,11904,Kogarah - Rockdale,Greater Sydney,Greater Sydney
195,2220,11903,Hurstville,Greater Sydney,Greater Sydney
196,2221,11903,Hurstville,Greater Sydney,Greater Sydney
197,2222,11903,Hurstville,Greater Sydney,Greater Sydney
198,2223,11903,Hurstville,Greater Sydney,Greater Sydney
199,2224,12801,Cronulla - Miranda - Caringbah,Greater Sydney,Greater Sydney
200,2225,12802,Sutherland - Menai - Heathcote,Greater Sydney,Greater Sydney
201,2226,12802,Sutherland - Menai - Heathcote,Greater Sydney,Greater Sydney
202,2227,12801,Cronulla - Miranda - Caringbah,Greater Sydney,Greater Sydney
203,2228,12801,Cronulla - Miranda - Caringbah,Greater Sydney,Greater Sydney
204,2229,12801,Cronulla - Miranda - Caringbah,Greater Sydney,Greater Sydney
205,2230,12801,Cronulla - Miranda - Caringbah,Greater Sydney,Greater Sydney
206,2231,12801,Cronulla - Miranda - Caringbah,Greater Sydney,Greater Sydney
207,2232,12801,Cronulla - Miranda - Caringbah,Greater Sydney,Greater Sydney
208,2233,12802,Sutherland - Menai - Heathcote,Greater Sydney,Greater Sydney
209,2234,12802,Sutherland - Menai - Heathcote,Greater Sydney,Greater Sydney
210,2250,10201,Gosford,Greater Sydney,Greater Sydney
211,2251,10201,Gosford,Greater Sydney,Greater Sydney
212,2256,10201,Gosford,Greater Sydney,Greater Sydney
213,2257,10201,Gosford,Greater Sydney,Greater Sydney
214,2258,10202,Wyong,Greater Sydney,Greater Sydney
215,2259,10202,Wyong,Greater Sydney,Greater Sydney
216,2260,10201,Gosford,Greater Sydney,Greater Sydney
217,2261,10201,Gosford,Greater Sydney,Greater Sydney
218,2262,10202,Wyong,Greater Sydney,Greater Sydney
219,2263,10202,Wyong,Greater Sydney,Greater Sydney
220,2264,11102,Lake Macquarie - West,Rest of NSW,Newcastle and Lake Macquarie
221,2265,11102,Lake Macquarie - West,Rest of NSW,Newcastle and Lake Macquarie
222,2267,11102,Lake Macquarie - West,Rest of NSW,Newcastle and Lake Macquarie
223,2278,11102,Lake Macquarie - West,Rest of NSW,Newcastle and Lake Macquarie
224,2280,11101,Lake Macquarie - East,Rest of NSW,Newcastle and Lake Macquarie
225,2281,11101,Lake Macquarie - East,Rest of NSW,Newcastle and Lake Macquarie
226,2282,11101,Lake Macquarie - East,Rest of NSW,Newcastle and Lake Macquarie
227,2283,11102,Lake Macquarie - West,Rest of NSW,Newcastle and Lake Macquarie
228,2284,11101,Lake Macquarie - East,Rest of NSW,Newcastle and Lake Macquarie
229,2285,11101,Lake Macquarie - East,Rest of NSW,Newcastle and Lake Macquarie
230,2286,11102,Lake Macquarie - West,Rest of NSW,Newcastle and Lake Macquarie
231,2287,11101,Lake Macquarie - East,Rest of NSW,Newcastle and Lake Macquarie
232,2289,11101,Lake Macquarie - East,Rest of NSW,Newcastle and Lake Macquarie
233,2290,11101,Lake Macquarie - East,Rest of NSW,Newcastle and Lake Macquarie
234,2291,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
235,2292,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
236,2293,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
237,2294,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
238,2295,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
239,2296,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
240,2297,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
241,2298,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
242,2299,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
243,2300,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
244,2302,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
245,2303,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
246,2304,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
247,2305,11101,Lake Macquarie - East,Rest of NSW,Newcastle and Lake Macquarie
248,2306,11101,Lake Macquarie - East,Rest of NSW,Newcastle and Lake Macquarie
249,2307,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
250,2308,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
251,2318,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
252,2322,11103,Newcastle,Rest of NSW,Newcastle and Lake Macquarie
253,2323,11102,Lake Macquarie - West,Rest of NSW,Newcastle and Lake Macquarie
254,2330,11503,Hawkesbury,Greater Sydney,Greater Sydney
255,2555,12403,Penrith,Greater Sydney,Greater Sydney
256,2556,12701,Bringelly - Green Valley,Greater Sydney,Greater Sydney
257,2557,12301,Camden,Greater Sydney,Greater Sydney
258,2558,12302,Campbelltown (NSW),Greater Sydney,Greater Sydney
259,2559,12302,Campbelltown (NSW),Greater Sydney,Greater Sydney
260,2560,12302,Campbelltown (NSW),Greater Sydney,Greater Sydney
261,2563,12302,Campbelltown (NSW),Greater Sydney,Greater Sydney
262,2564,12302,Campbelltown (NSW),Greater Sydney,Greater Sydney
263,2565,12302,Campbelltown (NSW),Greater Sydney,Greater Sydney
264,2566,12302,Campbelltown (NSW),Greater Sydney,Greater Sydney
265,2567,12301,Camden,Greater Sydney,Greater Sydney
266,2568,12303,Wollondilly,Greater Sydney,Greater Sydney
267,2569,12303,Wollondilly,Greater Sydney,Greater Sydney
268,2570,12301,Camden,Greater Sydney,Greater Sydney
269,2571,12303,Wollondilly,Greater Sydney,Greater Sydney
270,2572,12303,Wollondilly,Greater Sydney,Greater Sydney
271,2573,12303,Wollondilly,Greater Sydney,Greater Sydney
272,2574,12303,Wollondilly,Greater Sydney,Greater Sydney
273,2600,80103,Canberra East,Australian Capital Territory,Australian Capital Territory
274,2601,80105,North Canberra,Australian Capital Territory,Australian Capital Territory
275,2602,80105,North Canberra,Australian Capital Territory,Australian Capital Territory
276,2603,80106,South Canberra,Australian Capital Territory,Australian Capital Territory
277,2604,80106,South Canberra,Australian Capital Territory,Australian Capital Territory
278,2605,80109,Woden Valley,Australian Capital Territory,Australian Capital Territory
279,2606,80109,Woden Valley,Australian Capital Territory,Australian Capital Territory
280,2607,80109,Woden Valley,Australian Capital Territory,Australian Capital Territory
281,2609,80103,Canberra East,Australian Capital Territory,Australian Capital Territory
282,2611,80101,Belconnen,Australian Capital Territory,Australian Capital Territory
283,2612,80105,North Canberra,Australian Capital Territory,Australian Capital Territory
284,2614,80101,Belconnen,Australian Capital Territory,Australian Capital Territory
285,2615,80101,Belconnen,Australian Capital Territory,Australian Capital Territory
286,2617,80101,Belconnen,Australian Capital Territory,Australian Capital Territory
287,2618,80101,Belconnen,Australian Capital Territory,Australian Capital Territory
288,2620,80103,Canberra East,Australian Capital Territory,Australian Capital Territory
289,2745,12403,Penrith,Greater Sydney,Greater Sydney
290,2747,11602,Blacktown - North,Greater Sydney,Greater Sydney
291,2748,12403,Penrith,Greater Sydney,Greater Sydney
292,2749,12403,Penrith,Greater Sydney,Greater Sydney
293,2750,12403,Penrith,Greater Sydney,Greater Sydney
294,2752,12303,Wollondilly,Greater Sydney,Greater Sydney
295,2753,11503,Hawkesbury,Greater Sydney,Greater Sydney
296,2754,11503,Hawkesbury,Greater Sydney,Greater Sydney
297,2756,11502,Dural - Wisemans Ferry,Greater Sydney,Greater Sydney
298,2757,11503,Hawkesbury,Greater Sydney,Greater Sydney
299,2758,11503,Hawkesbury,Greater Sydney,Greater Sydney
300,2759,12405,St Marys,Greater Sydney,Greater Sydney
301,2760,11603,Mount Druitt,Greater Sydney,Greater Sydney
302,2761,11602,Blacktown - North,Greater Sydney,Greater Sydney
